filename,transcript,korean,gender,speed,pitch
1422.wav,einen reichen Fehler,한 부유한 실수를,male,0.905,0.903
1423.wav,diese schaden Fahrkarten,이 아쉬운 승차권들을,male,0.929,0.885
1424.wav,diese weite Post,이 넓은 우체국을,male,0.804,0.91
1425.wav,diese schwere Hausaufgabe,이 무거운 숙제를,male,0.898,0.937
1426.wav,diese direkte Tour,이 직접적인 여행이,male,0.919,0.926
1427.wav,einem praktischen Ausflug,한 실용적인 소풍에게,male,0.902,0.914
1428.wav,eine frühe Eins,한 이른 1점이,male,0.924,0.912
1429.wav,diesen interessanten Gerichten,이 흥미로운 요리들에게,female,0.835,1.095
1430.wav,ein praktisches Mittagessen,한 실용적인 점심 식사가,male,0.809,0.906
1431.wav,einem ruhigen Heft,한 조용한 공책에게,male,0.839,0.917
1432.wav,dieses privaten Beispiels,이 개인적인 예시의,male,0.835,0.88
1433.wav,einem reichen Fehler,한 부유한 실수에게,male,0.837,0.897
1434.wav,eine weite Woche,한 넓은 주를,male,0.846,0.932
1435.wav,ein superes Training,한 훌륭한 훈련이,female,0.894,1.127
1436.wav,diesem furchtbaren Mineralwasser,이 끔찍한 미네랄 워터에게,male,0.94,0.899
1437.wav,einer bunten Bohne,한 다채로운 콩에게,male,0.909,0.91
1438.wav,einem schaden Rucksack,한 아쉬운 배낭에게,male,0.911,0.928
1439.wav,einer furchtbaren Rentnerin,한 끔찍한 여은퇴자의,male,0.866,0.935
1440.wav,diese guten Kassen,이 좋은 계산대들을,female,0.831,1.077
1441.wav,eines langweiligen Besuchs,한 지루한 방문의,female,0.915,1.111
1442.wav,eine dankbare Ärztin,한 감사하는 여의사가,male,0.812,0.939
1443.wav,einem hohen Kunden,한 높은 고객에게,male,0.916,0.928
1444.wav,eines lustigen Bruders,한 재미있는 남자 형제의,male,0.87,0.916
1445.wav,ein schmutziger Strand,한 더러운 해변이,female,0.916,1.064
1446.wav,eine hohe Wäsche,한 높은 세탁물이,female,0.842,1.064
1447.wav,einem notwendigen Mittel,한 필요한 수단에게,female,0.87,1.064
1448.wav,einer gesunden Birne,한 건강한 배의,male,0.829,0.913
1449.wav,diesen tollen Kakao,이 멋진 코코아를,male,0.909,0.881
1450.wav,ein schädliches Gleis,한 해로운 선로가,male,0.942,0.903
1451.wav,diesem guten Papier,이 좋은 종이에게,male,0.913,0.914
1452.wav,eines toten Rätsels,한 죽은 수수께끼의,male,0.931,0.912
1453.wav,diese schwarzen Kundinnen,이 검은 여고객들을,female,0.913,1.077
1454.wav,diesen willkommenen Eingangen,이 환영받는 입구들에게,male,0.847,0.898
1455.wav,dieser superen CD,이 훌륭한 CD의,female,0.883,1.076
1456.wav,diese digitalen Spiele,이 디지털의 게임들을,male,0.932,0.927
1457.wav,einer hohen Fahrkarte,한 높은 승차권에게,male,0.941,0.881
1458.wav,dieses richtige Alter,이 올바른 나이가,female,0.82,1.065
1459.wav,einem späten Fehler,한 늦은 실수에게,female,0.836,1.077
1460.wav,dieser klaren Fußbälle,이 명확한 축구들의,female,0.912,1.065
1461.wav,diese deutlichen Busse,이 명확한 버스들이,female,0.87,1.074
1462.wav,diesen neuen Themen,이 새로운 주제들에게,female,0.808,1.105
1463.wav,diesem digitalen Weg,이 디지털의 길에게,male,0.815,0.896
1464.wav,ein pünktlicher Ring,한 시간을 지키는 반지가,female,0.831,1.119
1465.wav,ein schlechtes Hobby,한 나쁜 취미를,female,0.888,1.118
1466.wav,einer privaten Haltestelle,한 개인적인 정류장의,female,0.802,1.09
1467.wav,dieser leichten Ecke,이 가벼운 구석에게,male,0.943,0.904
1468.wav,diesen nassen Kunden,이 젖은 고객들에게,male,0.846,0.882
1469.wav,diesen kostenlosen Weg,이 무료의 길을,female,0.95,1.065
1470.wav,einer praktischen Touristin,한 실용적인 여관광객에게,male,0.913,0.905
1471.wav,eine lere Klasse,한 텅 빈 학급이,female,0.917,1.098
1472.wav,ein elegantes Bild,한 우아한 그림이,female,0.836,1.071
1473.wav,diesen frühen Reinigungen,이 이른 세탁소들에게,male,0.888,0.893
1474.wav,ein hartes Buch,한 딱딱한 책이,male,0.853,0.934
1475.wav,dieser dringenden Angst,이 긴급한 두려움의,female,0.9,1.11
1476.wav,einen willkommenen Supermarkt,한 환영받는 슈퍼마켓을,male,0.869,0.893
1477.wav,einer richtigen Entschuldigung,한 올바른 사과에게,female,0.815,1.124
1478.wav,einer klaren Lampe,한 명확한 램프의,female,0.837,1.122
1479.wav,dieser schlimme Rucksack,이 심각한 배낭이,female,0.886,1.084
1480.wav,dieses private Problem,이 개인적인 문제가,female,0.907,1.122
1481.wav,eine stressige Zahl,한 스트레스가 많은 숫자가,male,0.887,0.895
1482.wav,dieser eleganten Tickets,이 우아한 티켓들의,male,0.815,0.92
1483.wav,einem pünktlichen Radio,한 시간을 지키는 라디오에게,female,0.812,1.085
1484.wav,diese hässlichen Strände,이 못생긴 해변들이,male,0.848,0.937
1485.wav,eine scharfe Marmelade,한 날카로운 잼을,male,0.801,0.921
1486.wav,diese schnelle Blume,이 빠른 꽃을,male,0.857,0.894
1487.wav,eine natürliche Heizung,한 자연적인 난방이,female,0.824,1.124
1488.wav,diesem männlichen Mann,이 남성의 남자에게,male,0.842,0.932
1489.wav,einen bequemen Fahrplan,한 편안한 시간표를,female,0.938,1.127
1490.wav,dieses gefährliche Paket,이 위험한 소포를,female,0.801,1.088
1491.wav,eine praktische Kartoffel,한 실용적인 감자를,male,0.865,0.906
1492.wav,einem engen Salat,한 좁은 샐러드에게,male,0.898,0.925
1493.wav,diese berühmten Entschuldigungen,이 유명한 사과들을,female,0.842,1.094
1494.wav,dieses moderne Taxi,이 현대적인 택시를,male,0.858,0.916
1495.wav,dieses langsame Bett,이 느린 침대를,male,0.901,0.92
1496.wav,einem dünnen Paar,한 얇은 한 쌍에게,male,0.868,0.937
1497.wav,einer willkommenen Autobahn,한 환영받는 고속도로에게,female,0.935,1.122
1498.wav,dieser schlimme Quatsch,이 심각한 헛소리가,female,0.888,1.086
1499.wav,diesen internationalen Kunden,이 국제적인 고객들에게,male,0.886,0.907
1500.wav,eines willkommenen Fests,한 환영받는 축제의,male,0.872,0.9
1501.wav,diese klaren Kugelschreiber,이 명확한 볼펜들을,female,0.825,1.073
1502.wav,einer leren Aufgabe,한 텅 빈 과제에게,female,0.919,1.12
1503.wav,ein guter Schirm,한 좋은 우산이,male,0.864,0.899
1504.wav,ein leichtes Team,한 가벼운 팀을,female,0.946,1.121
1505.wav,dieses frohen Vaters,이 기쁜 아버지의,male,0.932,0.924
1506.wav,dieses richtigen Mineralwassers,이 올바른 미네랄 워터의,male,0.912,0.902
1507.wav,diese langweiligen Hälse,이 지루한 목들을,male,0.846,0.886
1508.wav,dieses fette Tennis,이 기름진 테니스가,female,0.911,1.102
1509.wav,diese nützlichen Bäuche,이 유용한 배들이,male,0.897,0.919
1510.wav,ein fettes Studium,한 기름진 대학 공부가,male,0.942,0.9
1511.wav,diese gefährlichen Witze,이 위험한 농담들을,male,0.921,0.927
1512.wav,diesen beliebten Noten,이 인기 있는 점수들에게,male,0.892,0.921
1513.wav,einen gleichen Vorname,한 같은 이름을,male,0.803,0.93
1514.wav,eines günstigen Fotoapparats,한 저렴한 카메라의,male,0.944,0.91
1515.wav,einem einfachen Klavier,한 간단한 피아노에게,male,0.892,0.921
1516.wav,diesem bunten Bett,이 다채로운 침대에게,female,0.93,1.108
1517.wav,einem kalten Kühlschrank,한 차가운 냉장고에게,male,0.89,0.934
1518.wav,einen schlechten Mann,한 나쁜 남자를,female,0.846,1.082
1519.wav,ein aktuelles Kreuz,한 최신의 십자가가,female,0.827,1.1
1520.wav,dieser kurze Satz,이 짧은 문장이,female,0.9,1.065
1521.wav,eines dunklen Bads,한 어두운 욕실의,male,0.872,0.901
1522.wav,dieser tolle Zucker,이 멋진 설탕이,female,0.899,1.11
1523.wav,dieser natürlichen Wälder,이 자연적인 숲들의,male,0.915,0.938
1524.wav,einem guten Wald,한 좋은 숲에게,male,0.941,0.912
1525.wav,dieser nützliche Vorname,이 유용한 이름이,female,0.835,1.127
1526.wav,einer privaten Ahnung,한 개인적인 짐작에게,female,0.935,1.093
1527.wav,diesem hohen Kurs,이 높은 강의에게,male,0.817,0.929
1528.wav,einer klaren Rezeption,한 명확한 리셉션의,female,0.804,1.071
1529.wav,diesen frischen Sofas,이 신선한 소파들에게,female,0.841,1.064
1530.wav,diese aktuellen Jungen,이 최신의 소년들을,male,0.91,0.885
1531.wav,diese wichtigen Tomaten,이 중요한 토마토들이,male,0.895,0.916
1532.wav,diesem dicken Durst,이 뚱뚱한 갈증에게,male,0.915,0.919
1533.wav,einer dringenden Information,한 긴급한 정보에게,female,0.893,1.073
1534.wav,ein roter Gast,한 빨간 손님이,male,0.828,0.923
1535.wav,diese spannenden Interviews,이 흥미진진한 인터뷰들이,female,0.856,1.102
1536.wav,ein nützliches Beispiel,한 유용한 예시를,male,0.945,0.9
1537.wav,eine richtige Tasse,한 올바른 컵을,female,0.815,1.072
1538.wav,dieser klaren Jacke,이 명확한 재킷에게,male,0.907,0.883
1539.wav,dieses schlimme Ausland,이 심각한 해외를,male,0.816,0.891
1540.wav,diese typischen Beispiele,이 전형적인 예시들을,male,0.897,0.899
1541.wav,einer sicheren Kundin,한 안전한 여고객의,male,0.9,0.88
1542.wav,diesen fantastischen Rücken,이 환상적인 등을,female,0.94,1.085
1543.wav,einem braunen Nachbarn,한 갈색의 이웃에게,male,0.913,0.906
1544.wav,diesen schriftlichen Blogs,이 서면의 블로그들에게,female,0.925,1.125
1545.wav,einen schriftlichen Job,한 서면의 직업을,male,0.903,0.935
1546.wav,diese dringenden Tiere,이 긴급한 동물들이,male,0.834,0.929
1547.wav,eines schriftlichen Reisses,한 서면의 쌀의,female,0.84,1.087
1548.wav,eine dünne Ecke,한 얇은 구석이,male,0.903,0.925
1549.wav,dieser sicheren Touristen,이 안전한 관광객들의,female,0.804,1.114
1550.wav,diese komischen Reisebüros,이 이상한 여행사들이,female,0.93,1.122
1551.wav,einem fetten Haushalt,한 기름진 가정에게,female,0.802,1.102
1552.wav,dieses braunen Mineralwassers,이 갈색의 미네랄 워터의,male,0.946,0.899
1553.wav,ein nützliches Taxi,한 유용한 택시가,male,0.882,0.934
1554.wav,dieses romantischen Endes,이 낭만적인 끝의,female,0.853,1.076
1555.wav,eines bunten Tuchs,한 다채로운 천의,female,0.9,1.099
1556.wav,einer großen Schule,한 큰 학교에게,female,0.889,1.096
1557.wav,eines klaren Paars,한 명확한 한 쌍의,male,0.887,0.926
1558.wav,diesem bösen Doppelzimmer,이 화난 2인실에게,female,0.878,1.121
1559.wav,einer klaren Ausbildung,한 명확한 교육의,female,0.938,1.097
1560.wav,einem berühmten Rentner,한 유명한 은퇴자에게,male,0.856,0.913
1561.wav,diese gemütliche Bäckerei,이 아늑한 빵집을,female,0.82,1.081
1562.wav,eines dünnen Mittags,한 얇은 정오의,female,0.933,1.07
1563.wav,eines beliebten Herrn,한 인기 있는 남자의,female,0.858,1.08
1564.wav,einem weiten Fest,한 넓은 축제에게,female,0.947,1.065
1565.wav,einem dicken Pullover,한 뚱뚱한 풀오버에게,female,0.835,1.119
1566.wav,einem furchtbaren Antwortbogen,한 끔찍한 답안지에게,female,0.875,1.094
1567.wav,diese gelben Ohrringe,이 노란 귀걸이들을,female,0.804,1.121
1568.wav,einen normalen Müll,한 보통의 쓰레기를,male,0.802,0.897
1569.wav,diese dicken Bäckereien,이 뚱뚱한 빵집들이,female,0.818,1.113
1570.wav,eines wichtigen Taschengelds,한 중요한 용돈의,male,0.875,0.922
1571.wav,diese schade Lampe,이 아쉬운 램프를,male,0.873,0.93
1572.wav,diese gute Größe,이 좋은 크기가,male,0.947,0.918
1573.wav,eines toten Halsses,한 죽은 목의,male,0.819,0.926
1574.wav,diese modernen Kundinnen,이 현대적인 여고객들이,male,0.9,0.883
1575.wav,dieser komischen Reparaturen,이 이상한 수리들의,female,0.859,1.086
1576.wav,eine ruhige Ahnung,한 조용한 짐작을,female,0.807,1.13
1577.wav,diesen leisen Computern,이 조용한 컴퓨터들에게,male,0.906,0.926
1578.wav,eine internationale Maschine,한 국제적인 기계가,male,0.935,0.922
1579.wav,einer digitalen Freizeit,한 디지털의 여가에게,male,0.836,0.882
1580.wav,eine kalte Tasse,한 차가운 컵을,male,0.815,0.9
1581.wav,ein deutlicher Ring,한 명확한 반지가,female,0.835,1.083
1582.wav,diese hohen Öle,이 높은 기름들을,male,0.904,0.887
1583.wav,einen hohen Abend,한 높은 저녁을,female,0.888,1.064
1584.wav,ein superes Tier,한 훌륭한 동물을,female,0.904,1.061
1585.wav,dieser komischen Busse,이 이상한 버스들의,male,0.828,0.921
1586.wav,diesem internationalen Gemüse,이 국제적인 채소에게,male,0.948,0.887
1587.wav,einen dringenden Empfänger,한 긴급한 수신자를,male,0.898,0.902
1588.wav,diese roten Torten,이 빨간 케이크들이,male,0.835,0.918
1589.wav,eines notwendigen Theaters,한 필요한 극장의,female,0.873,1.106
1590.wav,einer komischen Torte,한 이상한 케이크에게,female,0.856,1.088
1591.wav,diese romantischen Bücher,이 낭만적인 책들이,female,0.926,1.105
1592.wav,diesen besetzten Haltestellen,이 사용 중인 정류장들에게,male,0.823,0.926
1593.wav,diese geborenen Fotos,이 태어난 사진들이,female,0.856,1.07
1594.wav,einen leren Link,한 텅 빈 링크를,male,0.887,0.926
1595.wav,einen wichtigen Fußball,한 중요한 축구를,male,0.833,0.894
1596.wav,diesem grauen Bild,이 회색의 그림에게,male,0.827,0.931
1597.wav,ein schmutziger Fernseher,한 더러운 텔레비전이,male,0.805,0.907
1598.wav,einer stressigen Erfahrung,한 스트레스가 많은 경험에게,female,0.803,1.062
1599.wav,eine harte U-Bahn,한 딱딱한 지하철을,female,0.808,1.113
1600.wav,eines langweiligen Tees,한 지루한 차의,male,0.836,0.924
1601.wav,einer gelben Kasse,한 노란 계산대의,female,0.812,1.129
1602.wav,diesem dünnen Kaffee,이 얇은 커피에게,female,0.83,1.124
1603.wav,diese kurze Tasche,이 짧은 가방이,female,0.812,1.062
1604.wav,dieses furchtbaren Eintritts,이 끔찍한 입장료의,female,0.869,1.076
1605.wav,diesem freien Traum,이 자유로운 꿈에게,female,0.919,1.125
1606.wav,eine komische Bluse,한 이상한 블라우스를,female,0.841,1.119
1607.wav,dieser hohen Unterschrift,이 높은 서명에게,female,0.918,1.073
1608.wav,ein deutlicher Besuch,한 명확한 방문이,female,0.894,1.068
1609.wav,dieses enge Wohnzimmer,이 좁은 거실이,female,0.82,1.104
1610.wav,diesem offenen Pullover,이 열린 풀오버에게,male,0.851,0.927
1611.wav,einer langsamen Lüge,한 느린 거짓말에게,female,0.915,1.122
1612.wav,diese schädlichen Noten,이 해로운 점수들이,female,0.875,1.079
1613.wav,dieses langweiligen Radios,이 지루한 라디오의,male,0.913,0.895
1614.wav,diese möglichen Bäckereien,이 가능한 빵집들이,male,0.87,0.926
1615.wav,dieses freiwilligen Mitarbeiters,이 자발적인 동료의,male,0.844,0.923
1616.wav,dieser gemütlichen Erfahrung,이 아늑한 경험의,female,0.927,1.11
1617.wav,diesem kostenlosen Schwimmbad,이 무료의 수영장에게,female,0.891,1.066
1618.wav,ein kleiner Baum,한 작은 나무가,male,0.851,0.889
1619.wav,eines berühmten Internets,한 유명한 인터넷의,male,0.941,0.907
1620.wav,eine heiße Messe,한 뜨거운 박람회를,female,0.889,1.124
1621.wav,ein notwendiger Reiseführer,한 필요한 여행 가이드가,female,0.889,1.121
1622.wav,ein enges Schwimmbad,한 좁은 수영장을,male,0.871,0.917
1623.wav,ein langes Problem,한 긴 문제를,male,0.841,0.881
1624.wav,diesen langweiligen Küchen,이 지루한 주방들에게,female,0.807,1.115
1625.wav,diesen fremden Geburtstag,이 낯선 생일을,male,0.829,0.893
1626.wav,dieses späten Parfums,이 늦은 향수의,female,0.864,1.104
1627.wav,diese romantischen Grüße,이 낭만적인 인사들을,male,0.903,0.937
1628.wav,diesem starken Land,이 강한 나라에게,male,0.942,0.888
1629.wav,ein gleicher Müll,한 같은 쓰레기가,female,0.888,1.121
1630.wav,eine kleine Seife,한 작은 비누를,female,0.935,1.074
1631.wav,dieses sicheren Abends,이 안전한 저녁의,female,0.858,1.09
1632.wav,einer weißen Mütze,한 흰 모자의,female,0.822,1.124
1633.wav,diese schädlichen Fische,이 해로운 생선들이,female,0.823,1.113
1634.wav,ein tiefer Supermarkt,한 깊은 슈퍼마켓이,male,0.859,0.897
1635.wav,eines späten Walds,한 늦은 숲의,male,0.95,0.892
1636.wav,diese glücklichen Babys,이 행복한 아기들을,male,0.818,0.889
1637.wav,eine lustige Touristin,한 재미있는 여관광객을,female,0.892,1.065
1638.wav,diese ruhigen Kassen,이 조용한 계산대들을,male,0.815,0.908
1639.wav,dieser digitalen Antworten,이 디지털의 대답들의,male,0.918,0.913
1640.wav,diese wichtigen Wagen,이 중요한 자동차들을,female,0.82,1.119
1641.wav,dieser langweiligen Onkel,이 지루한 삼촌들의,female,0.904,1.081
1642.wav,diesen dicken Apfel,이 뚱뚱한 사과를,female,0.913,1.076
1643.wav,einem hohen Lied,한 높은 노래에게,female,0.88,1.076
1644.wav,diese langweiligen Taschen,이 지루한 가방들이,female,0.885,1.094
1645.wav,diese richtige Reinigung,이 올바른 세탁소가,male,0.861,0.902
1646.wav,dieser berühmten Messer,이 유명한 칼들의,male,0.827,0.93
1647.wav,dieser langsamen Studentinnen,이 느린 여대생들의,male,0.864,0.923
1648.wav,ein gleiches Programm,한 같은 프로그램이,female,0.839,1.102
1649.wav,ein alter Link,한 오래된 링크가,female,0.89,1.127
1650.wav,eine elegante Notiz,한 우아한 메모가,female,0.875,1.124
1651.wav,diesen langsamen Supermärkten,이 느린 슈퍼마켓들에게,female,0.916,1.089
1652.wav,diesem wichtigen Fleisch,이 중요한 고기에게,female,0.883,1.064
1653.wav,dieser schriftlichen Plätze,이 서면의 광장들의,female,0.93,1.075
1654.wav,diese schwierige Ermäßigung,이 어려운 할인이,female,0.858,1.126
1655.wav,dieser günstige Kugelschreiber,이 저렴한 볼펜이,female,0.943,1.063
1656.wav,einer hässlichen Zeit,한 못생긴 시간에게,male,0.827,0.94
1657.wav,diesen gemütlichen Morgen,이 아늑한 아침을,female,0.832,1.078
1658.wav,diese direkten Reparaturen,이 직접적인 수리들을,female,0.91,1.113
1659.wav,einer hellen Sehenswürdigkeit,한 밝은 관광 명소의,female,0.9,1.079
1660.wav,dieses spannende Hotel,이 흥미진진한 호텔이,female,0.844,1.082
1661.wav,dieser tollen Mittagessen,이 멋진 점심 식사들의,female,0.901,1.103
1662.wav,eines normalen Traums,한 보통의 꿈의,female,0.943,1.084
1663.wav,dieses alten Flusses,이 오래된 강의,male,0.87,0.89
1664.wav,diese langweiligen Beispiele,이 지루한 예시들이,male,0.803,0.886
1665.wav,dieses billige Gemüse,이 싼 채소를,female,0.877,1.071
1666.wav,dieser langsame Kunde,이 느린 고객이,female,0.92,1.116
1667.wav,ein starker Verein,한 강한 동호회가,female,0.898,1.127
1668.wav,diesen schlechten Krimi,이 나쁜 추리 소설을,female,0.805,1.066
1669.wav,ein stressiger Unterricht,한 스트레스가 많은 수업이,female,0.942,1.077
1670.wav,eines leisen Taschengelds,한 조용한 용돈의,male,0.902,0.897
1671.wav,einem dicken Kollegen,한 뚱뚱한 동료에게,female,0.938,1.109
1672.wav,diese sicheren Notizn,이 안전한 메모들을,female,0.819,1.061
1673.wav,diesen pünktlichen Touristen,이 시간을 지키는 관광객들에게,male,0.867,0.891
1674.wav,diesem richtigen Film,이 올바른 영화에게,male,0.934,0.925
1675.wav,dieses modernen Eingangs,이 현대적인 입구의,male,0.856,0.911
1676.wav,ein modernes Praktikum,한 현대적인 인턴십을,female,0.816,1.075
1677.wav,ein leichter Film,한 가벼운 영화가,female,0.894,1.064
1678.wav,diesem späten Onkel,이 늦은 삼촌에게,female,0.801,1.068
1679.wav,dieses teuren Basketballs,이 비싼 농구의,male,0.877,0.911
1680.wav,diesen romantischen E-Books,이 낭만적인 전자책들에게,male,0.85,0.909
1681.wav,diese pünktliche Orange,이 시간을 지키는 오렌지를,female,0.849,1.129
1682.wav,diesen guten Morgen,이 좋은 아침들에게,female,0.882,1.107
1683.wav,dieses richtige Eis,이 올바른 아이스크림을,female,0.918,1.106
1684.wav,dieser privaten Künste,이 개인적인 예술들의,female,0.804,1.09
1685.wav,eine dünne Cafeteria,한 얇은 카페테리아를,male,0.825,0.937
1686.wav,diese gefährlichen Mittage,이 위험한 정오들을,female,0.914,1.086
1687.wav,diesem großen Ergebnis,이 큰 결과에게,female,0.805,1.128
1688.wav,ein grauer Platz,한 회색의 광장이,female,0.933,1.075
1689.wav,einen digitalen Weg,한 디지털의 길을,male,0.839,0.906
1690.wav,einen möglichen Stress,한 가능한 스트레스를,female,0.87,1.103
1691.wav,dieser spannenden Ampeln,이 흥미진진한 신호등들의,female,0.864,1.079
1692.wav,eines nassen Fans,한 젖은 팬의,male,0.921,0.927
1693.wav,einer internationalen Erfahrung,한 국제적인 경험에게,female,0.881,1.127
1694.wav,ein fremdes Projekt,한 낯선 프로젝트가,male,0.873,0.889
1695.wav,diese kurze Idee,이 짧은 아이디어가,male,0.878,0.913
1696.wav,einer klaren Nummer,한 명확한 번호에게,female,0.943,1.124
1697.wav,diesem langsamen Traum,이 느린 꿈에게,male,0.854,0.895
1698.wav,diese schädlichen Flaschen,이 해로운 병들이,female,0.832,1.075
1699.wav,einem dunklen Antwortbogen,한 어두운 답안지에게,female,0.801,1.122
1700.wav,einem reichen Job,한 부유한 직업에게,female,0.92,1.099
1701.wav,einer romantischen Schokolade,한 낭만적인 초콜릿에게,male,0.824,0.92
1702.wav,dieser toten Mütze,이 죽은 모자에게,female,0.941,1.079
1703.wav,dieser wunderbaren Reihe,이 훌륭한 줄의,female,0.807,1.088
1704.wav,diese kurze Freundin,이 짧은 여자 친구가,female,0.879,1.123
1705.wav,diese starken Birnen,이 강한 배들을,female,0.869,1.126
1706.wav,diese bunte Schokolade,이 다채로운 초콜릿을,female,0.909,1.1
1707.wav,diesen bösen Flughäfen,이 화난 공항들에게,male,0.836,0.891
1708.wav,dieser billigen Toilette,이 싼 화장실의,female,0.918,1.114
1709.wav,einer eleganten Garage,한 우아한 차고의,male,0.918,0.914
1710.wav,einer großen Gabel,한 큰 포크의,female,0.939,1.119
1711.wav,einen heißen Eingang,한 뜨거운 입구를,female,0.907,1.127
1712.wav,dieses bösen Grußes,이 화난 인사의,female,0.879,1.066
1713.wav,diesen engen Messen,이 좁은 박람회들에게,male,0.898,0.882
1714.wav,diese fantastische Datei,이 환상적인 파일이,female,0.823,1.111
1715.wav,diese deutliche Mail,이 명확한 메일을,female,0.882,1.061
1716.wav,einer einfachen Person,한 간단한 사람에게,male,0.807,0.9
1717.wav,dieser schlechte Radiergummi,이 나쁜 지우개가,male,0.872,0.912
1718.wav,einer wunderbaren Cafeteria,한 훌륭한 카페테리아의,female,0.838,1.065
1719.wav,dieser neuen Bewerbungen,이 새로운 지원서들의,male,0.881,0.91
1720.wav,diese fremden Mittagessen,이 낯선 점심 식사들을,male,0.925,0.885
1721.wav,diesen tollen Büros,이 멋진 사무실들에게,male,0.866,0.936
1722.wav,eine normale Wäsche,한 보통의 세탁물이,female,0.91,1.129
1723.wav,einer großen Notiz,한 큰 메모에게,male,0.928,0.907
1724.wav,dieses bunte Sofa,이 다채로운 소파를,male,0.939,0.94
1725.wav,dieser romantischen Hotels,이 낭만적인 호텔들의,male,0.874,0.911
1726.wav,diese frühen Lampen,이 이른 램프들을,female,0.85,1.128
1727.wav,dieser natürliche Schlüssel,이 자연적인 열쇠가,male,0.909,0.884
1728.wav,dieser sicheren Arbeit,이 안전한 일에게,male,0.853,0.925
1729.wav,dieses stressige Rezept,이 스트레스가 많은 레시피가,male,0.906,0.896
1730.wav,diesem eleganten Geld,이 우아한 돈에게,male,0.824,0.912
1731.wav,dieser romantischen Uhren,이 낭만적인 시계들의,male,0.803,0.907
1732.wav,ein gefährliches Rätsel,한 위험한 수수께끼를,female,0.803,1.098
1733.wav,diesen notwendigen Babys,이 필요한 아기들에게,male,0.909,0.92
1734.wav,dieses natürlichen Services,이 자연적인 서비스의,female,0.823,1.117
1735.wav,eines stressigen Rentners,한 스트레스가 많은 은퇴자의,male,0.859,0.91
1736.wav,einem notwendigen Taschengeld,한 필요한 용돈에게,male,0.845,0.92
1737.wav,eines fantastischen Parks,한 환상적인 공원의,male,0.86,0.888
1738.wav,eines notwendigen Clubs,한 필요한 클럽의,female,0.902,1.079
1739.wav,dieses starken Zettels,이 강한 쪽지의,female,0.918,1.128
1740.wav,diesen aktuellen Rucksäcken,이 최신의 배낭들에게,male,0.944,0.922
1741.wav,diese möglichen Kinder,이 가능한 아이들을,female,0.93,1.074
1742.wav,dieses starke Tablet,이 강한 태블릿이,female,0.87,1.074
1743.wav,eine notwendige Torte,한 필요한 케이크가,male,0.808,0.916
1744.wav,eines neuen Unterrichts,한 새로운 수업의,male,0.808,0.928
1745.wav,eine romantische Bohne,한 낭만적인 콩이,female,0.827,1.075
1746.wav,diese aktuelle Anzeige,이 최신의 광고를,female,0.87,1.111
1747.wav,eine elektrische Lampe,한 전기의 램프가,female,0.9,1.096
1748.wav,dieser schwarzen Karte,이 검은 카드의,male,0.826,0.898
1749.wav,einem leisen Brief,한 조용한 편지에게,female,0.894,1.097
1750.wav,einer falschen Suppe,한 틀린 수프의,male,0.908,0.881
1751.wav,ein starker Urlaub,한 강한 휴가가,female,0.931,1.093
1752.wav,dieser klaren Tanten,이 명확한 이모들의,male,0.817,0.906
1753.wav,dieser digitalen Nachricht,이 디지털의 소식에게,male,0.841,0.922
1754.wav,diese hohen Notizn,이 높은 메모들을,female,0.857,1.07
1755.wav,eines kühlen Betts,한 시원한 침대의,male,0.843,0.891
1756.wav,einer natürlichen Disco,한 자연적인 디스코에게,male,0.839,0.931
1757.wav,dieser schnellen Aufgabe,이 빠른 과제의,male,0.929,0.904
1758.wav,diese elektronischen Postkarten,이 전자의 엽서들이,male,0.943,0.933
1759.wav,eines nützlichen Messers,한 유용한 칼의,male,0.864,0.915
1760.wav,diesem reichen Sport,이 부유한 스포츠에게,female,0.816,1.127
1761.wav,diese kurzen Fehler,이 짧은 실수들이,male,0.94,0.91
1762.wav,diese roten Freunde,이 빨간 친구들이,male,0.894,0.884
1763.wav,diese schnellen Inseln,이 빠른 섬들을,male,0.847,0.934
1764.wav,dieser bequeme Bus,이 편안한 버스가,male,0.801,0.906
1765.wav,einer nützlichen Gitarre,한 유용한 기타에게,male,0.913,0.912
1766.wav,diesem scharfen Tisch,이 날카로운 테이블에게,male,0.804,0.896
1767.wav,dieser toten Erfahrung,이 죽은 경험에게,female,0.942,1.103
1768.wav,einer gemütlichen Haltestelle,한 아늑한 정류장의,female,0.94,1.108
1769.wav,eines superen Spiels,한 훌륭한 게임의,male,0.9,0.888
1770.wav,dieser elektronische Schuh,이 전자의 신발이,male,0.91,0.933
1771.wav,dieser dicken Berufe,이 뚱뚱한 직업들의,male,0.884,0.888
1772.wav,dieser wichtigen Partnerin,이 중요한 여파트너에게,male,0.826,0.939
1773.wav,eines schädlichen Haars,한 해로운 머리카락의,male,0.881,0.931
1774.wav,dieser typischen Firma,이 전형적인 회사의,female,0.879,1.111
1775.wav,diese weite Fahrkarte,이 넓은 승차권을,female,0.881,1.078
1776.wav,dieser berühmten Flüsse,이 유명한 강들의,male,0.861,0.885
1777.wav,einen frühen Gruß,한 이른 인사를,female,0.857,1.08
1778.wav,ein fetter Radiergummi,한 기름진 지우개가,male,0.811,0.905
1779.wav,einer schriftlichen Mutter,한 서면의 어머니에게,male,0.913,0.911
